,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1168,905694,Huge Sun-Drenched W. Village w/ Balcony,4845894,Anthony,Manhattan,West Village,40.73411,-74.00867,Entire home/apt,425,30,16,07/07/19,0.37,1,315
1171,916105,"Amazing location! Comfy room, lovely apartment",17297,Joelle,Brooklyn,Williamsburg,40.71463,-73.95892,Private room,90,30,3,28/08/14,0.04,2,65
1179,922764,Top Floor 2bd Luxury Brownstone Apt,1204785,Lorrie,Brooklyn,Fort Greene,40.68601,-73.97515,Entire home/apt,199,30,276,11/08/21,2.8,1,365
1181,925090,Lovely room in heart ofEAST VILLAGE,2269789,Fernanda,Manhattan,East Village,40.7263,-73.98781,Private room,100,30,1,08/03/13,0.01,1,0
1185,927702,Windsor Terrace Home near Prospect Park,12128527,Andy,Brooklyn,Windsor Terrace,40.65018,-73.97719,Entire home/apt,117,3,49,21/11/21,0.48,1,337
1192,938075,West Village pied-à-terre,5065725,Margaret,Manhattan,West Village,40.73474,-74.00372,Entire home/apt,110,60,1,31/05/21,0.16,1,0
1201,949159,Sunny large 1-bedroom apartment near Prospect Park,2681924,Lauren,Brooklyn,Flatbush,40.65302,-73.96299,Entire home/apt,69,30,4,15/11/20,0.08,1,0
1204,951439,Restored townhouse floor thru w terrace,5162192,Amy,Manhattan,Upper West Side,40.7826,-73.97451,Entire home/apt,185,30,10,27/06/16,0.15,13,131
1205,951935,Great apartment in Williamsburg!,1727954,Joseph,Brooklyn,Williamsburg,40.71569,-73.94106,Private room,80,30,1,06/01/14,0.01,1,0
1206,953314,Midtown Manhattan Duplex,5175217,Jason,Manhattan,Midtown,40.74322,-73.98362,Entire home/apt,789,30,155,25/09/19,1.68,1,365
1213,959791,"Bright, Big, Beautiful 1-Bdrm!  Great Area &price!",2172047,Geeta,Brooklyn,Crown Heights,40.67452,-73.95153,Entire home/apt,102,30,19,09/10/19,0.48,1,0
1215,962251,Classic Clinton Hill Gem,5241378,Robert & Amelia,Brooklyn,Clinton Hill,40.68361,-73.96302,Entire home/apt,175,5,27,11/09/21,0.27,1,164
1218,970302,Sunny & Stylish Brooklyn Flat,5301208,Lia And Noah,Brooklyn,Bedford-Stuyvesant,40.68404,-73.92524,Entire home/apt,165,30,167,02/01/19,1.62,2,127
1219,971233,"Sleek Studio Bedroom, Bathroom & Living | Private",2280048,Edgar,Brooklyn,Crown Heights,40.67151,-73.95359,Entire home/apt,92,7,126,18/02/20,1.21,2,158
1227,978120,High Ceilings near the High Line,365116,Jonathan,Manhattan,West Village,40.7354,-74.00768,Entire home/apt,199,6,23,12/09/21,0.38,1,4
1232,982409,Room in 2bdrm off Ft Greene Park,5378922,Eileen,Brooklyn,Fort Greene,40.68734,-73.97401,Private room,111,10,1,28/11/13,0.01,2,0
1239,989324,"Private, Cozy Room on Thompson St. Near the Park",2267153,John,Manhattan,Greenwich Village,40.72718,-73.99977,Private room,88,2,184,29/06/21,1.97,1,0
1241,990208,❤️ Greenpoint Studio *Excellent Location *Monthly,1568269,Skylar,Brooklyn,Greenpoint,40.73405,-73.95406,Entire home/apt,140,30,31,31/12/20,0.46,2,250
1254,998086,Gorgeous loft in Tribeca/SoHo!,2455259,Antoni,Manhattan,Tribeca,40.71866,-74.00285,Entire home/apt,110,90,0,,,1,329
1275,1034143,One Bedroom Apartment - L.E.S.,4830615,Nicholas,Manhattan,Lower East Side,40.72353,-73.99275,Entire home/apt,100,30,6,16/12/17,0.06,1,339
1276,1034347,KING Platform Bed - Spacious Bedroom,1367316,Deb,Brooklyn,Prospect-Lefferts Gardens,40.66359,-73.95521,Entire home/apt,99,6,18,16/10/21,0.68,3,74
1281,1040182,Affordable bedroom by Barclays Cntr,1354796,Natasha,Brooklyn,Prospect-Lefferts Gardens,40.65916,-73.95043,Private room,43,5,89,30/11/21,1.02,3,333
1286,1045511,Gorgeous Renovated Loft w/ Water view in WV,5366337,Lena,Manhattan,West Village,40.73248,-74.00857,Entire home/apt,250,179,19,24/07/15,0.2,1,187
1299,1071783,Cozy and Comfy Manhattan Apartment,4703464,Yolanda,Manhattan,Washington Heights,40.84604,-73.93503,Private room,50,30,88,28/09/20,0.88,1,343
1303,1074107,Spacious & Sunny Gramercy Park,811651,Mian,Manhattan,Gramercy,40.73525,-73.98627,Private room,169,30,6,06/12/19,0.23,1,157
1310,1084328,Newly Renovated West Village + Bar,5962196,Karim,Manhattan,West Village,40.738,-73.99915,Entire home/apt,389,30,9,10/04/15,0.09,2,365
1314,1090380,Stunning Central Park studio,5991088,Margot & Martin,Manhattan,Midtown,40.76616,-73.97968,Entire home/apt,375,9,2,02/01/18,0.02,2,40
1315,1090458,Two Spectacular Central Park studios combined,5991088,Margot & Martin,Manhattan,Midtown,40.76663,-73.97898,Entire home/apt,800,7,3,08/04/14,0.03,2,40
1335,1121815,2 mos. availability 1 time only!,4005049,Julie,Manhattan,East Village,40.72241,-73.9827,Private room,60,60,0,,,1,0
1351,1143582,Convenient Downtown Room,2226023,Sajaa And Justin,Manhattan,Civic Center,40.71196,-74.00722,Shared room,75,30,1,31/12/17,0.02,1,358
1353,1145088,1BR Apartment near Astoria Park,6278387,Ben,Queens,Astoria,40.77372,-73.93024,Entire home/apt,112,30,15,30/11/20,0.15,1,0
1367,1156928,Stylish Loft Apt in Brooklyn,5968464,Dean,Brooklyn,Crown Heights,40.6714,-73.95036,Entire home/apt,215,30,14,17/05/20,0.14,1,188
1373,1166890,Awesome 2br with View: NOT ACCEPTING BOOKINGS,713002,Michael,Manhattan,Morningside Heights,40.81112,-73.95777,Entire home/apt,793,30,6,02/08/15,0.09,1,0
1382,1182186,Columbia/ Harlem-Morningside Studio,357533,Mika,Manhattan,Harlem,40.80723,-73.95411,Entire home/apt,175,30,25,07/05/15,0.25,1,0
1383,1182189,Entire home/apt in New York City,2987524,Rodolfo,Manhattan,Greenwich Village,40.73158,-73.99723,Entire home/apt,264,3,4,30/12/14,0.05,2,0
1395,1198874,Amazing Location - Times Sq./5th Ave/all trains!,3749996,Rose,Manhattan,Hell's Kitchen,40.7648,-73.98469,Entire home/apt,86,30,43,14/12/19,0.47,1,0
1396,1200625,"Single Room, Wifi & Backyard Access",1367316,Deb,Brooklyn,Flatlands,40.62268,-73.92894,Private room,30,7,3,22/11/21,0.03,3,338
1420,1242736,Greenpoint -excellent location,6016424,Susan,Brooklyn,Greenpoint,40.7353,-73.95795,Private room,75,30,0,,,2,0
1427,1256670,Holiday  in Luxury UES Private Bedroom w/ bath,606135,Janet,Manhattan,Upper East Side,40.77674,-73.95164,Private room,150,30,3,24/12/19,0.04,1,365
1435,1268154,"Comfortable Apartment in Maspeth, NY",6902927,Sandra,Queens,Maspeth,40.72547,-73.90248,Entire home/apt,160,2,130,07/11/21,1.32,1,61
1436,1268175,Cozy and full of plants,6903071,Lenore,Manhattan,East Village,40.72178,-73.97782,Entire home/apt,145,2,100,18/02/20,1.21,1,0
1441,1278469,"Heart of Bushwick, Charming 2 bdrm",1355534,Alexis,Brooklyn,Bushwick,40.70787,-73.92051,Entire home/apt,95,30,10,07/08/19,0.1,1,0
1447,1290315,Beautifully furnished UWS 1-br near Riverside Park,7016757,Jessica,Manhattan,Upper West Side,40.77811,-73.98825,Entire home/apt,279,15,4,18/08/18,0.1,1,8
1451,1294403,Paris Luxe on UWS Great Reviews!,1267214,Abra,Manhattan,Upper West Side,40.80117,-73.96661,Entire home/apt,225,3,12,31/08/21,0.12,1,21
1467,1312945,Labor Day Availability in Brooklyn!,2877657,Carrie,Brooklyn,Kensington,40.64434,-73.98199,Entire home/apt,90,30,3,07/09/15,0.03,1,365
1473,1322917,POP-UP-TOWN / Loft Like Studio LEX,7179629,Artie,Manhattan,Upper East Side,40.78019,-73.95318,Entire home/apt,151,30,130,19/08/18,1.31,1,6
1496,1352676,NYC 2 Bed in Gramercy Luxury Bldng,7342138,Raquel,Manhattan,Kips Bay,40.74363,-73.97968,Entire home/apt,125,30,0,,,1,0
1497,1353085,"Brand new, Luxury  West Village Apt",7344758,Natalia,Manhattan,West Village,40.73329,-74.00405,Entire home/apt,200,30,16,26/01/20,0.33,1,157
1501,1355468,UWS true 3 bedroom,7356998,Karina,Manhattan,Upper West Side,40.79883,-73.96234,Entire home/apt,400,31,14,22/11/20,0.18,1,208
1502,1355654,Sunlit East Village Sound Sanctuary,7356377,Lucy,Manhattan,East Village,40.72824,-73.98336,Entire home/apt,175,30,19,01/01/19,0.22,1,33
1522,1403827,Smell the Roses in Brooklyn,7557833,Christine,Brooklyn,Bedford-Stuyvesant,40.69141,-73.94652,Private room,71,2,35,30/07/21,0.41,6,308
1528,1407633,1 Room in Shared 2 Bedroom Apt. on Restaurant Row!,5976698,Melody,Manhattan,Harlem,40.80862,-73.95329,Private room,75,30,3,29/09/15,0.04,1,346
1529,1408353,New York City condo in the middle of everything,7594811,Daniel,Manhattan,Hell's Kitchen,40.76395,-73.9867,Entire home/apt,314,30,0,,,1,365
1532,1414305,Henrietta on the park.,7614224,Michael,Brooklyn,Greenpoint,40.72655,-73.94304,Entire home/apt,168,2,3,13/11/21,3.0,1,51
1548,1453998,Jr. 1 Bedroom in Prime Fort Greene,1459392,Chris,Brooklyn,Fort Greene,40.68609,-73.97624,Entire home/apt,125,30,29,13/10/18,0.46,1,27
1575,1506911,Sun Drenched Dreamy Loft,591648,Ani,Manhattan,Chelsea,40.74941,-73.99318,Entire home/apt,650,30,48,01/01/19,0.85,1,278
1579,1513777,"Charming  1 bedroom , cat included",8083094,Suzel,Manhattan,Upper West Side,40.79865,-73.96831,Entire home/apt,100,30,4,25/06/14,0.04,1,0
1582,1521102,King Room privet in heart of bklyn,384430,Eric,Brooklyn,Midwood,40.62529,-73.96042,Private room,139,30,0,,,3,364
1590,1535236,LARGE-Sunny 1br in Heart of Brooklyn,8187215,Rosa,Brooklyn,Bedford-Stuyvesant,40.68678,-73.95372,Entire home/apt,88,30,7,12/11/21,0.07,1,122
1591,1545654,Sublet 1 Bedroom in Williamsburg,4599215,Emmett,Brooklyn,Williamsburg,40.70807,-73.9546,Entire home/apt,100,30,6,04/07/20,0.06,1,334
1593,1550558,Williamsburg Gem!,6044644,Damon,Brooklyn,Williamsburg,40.71042,-73.96256,Entire home/apt,186,30,34,14/11/21,0.78,1,326
1604,1584619,Huge bedroom in Luxury Building!,8442593,Catherine,Manhattan,Upper West Side,40.77753,-73.98898,Private room,200,30,0,,,1,365
1610,1596404,All Inclusive Brooklyn Getaway w/fast WiFi,7738881,Diana,Brooklyn,Crown Heights,40.6719,-73.92711,Entire home/apt,150,30,1,07/11/21,1.0,1,311
1611,1596603,"Huge, Sunny, Renovated Townhouse",2390919,Thor,Queens,Long Island City,40.75924,-73.93317,Shared room,250,30,47,29/06/19,0.54,1,0
1617,1614417,YOUNG MALE SHARE - LONG TERM ONLY,8369885,Naomi,Brooklyn,Brownsville,40.6656,-73.91224,Shared room,29,180,0,,,1,363
1625,1634856,Prime Williamsburg Location w/Home Office,8684081,Laura,Brooklyn,Williamsburg,40.71789,-73.9589,Entire home/apt,190,30,21,16/10/21,0.21,1,230
1628,1640700,"STUNNING FT GREENE CONDO, 2 BD +BTH",8711250,Tita,Brooklyn,Fort Greene,40.69408,-73.9744,Entire home/apt,300,250,4,14/09/14,0.04,1,263
1635,1650976,"Large, Sunny 1 bdrm apartment by the water",8737911,Laura,Brooklyn,Williamsburg,40.7101,-73.96542,Entire home/apt,120,30,0,,,2,316
1638,1654623,SPACIOUS COMFY Room,3562322,Lord Daniel,Brooklyn,Bedford-Stuyvesant,40.68628,-73.95111,Private room,50,5,18,25/10/21,0.24,5,0
1641,1654970,Park Slope Tree Top Quiet Apartment,335272,Elle,Brooklyn,Park Slope,40.67907,-73.9767,Entire home/apt,150,30,90,30/10/21,1.25,1,334
1660,1678380,"Adorable Soho 1BR, Perfect Location",8871907,D,Manhattan,SoHo,40.72264,-73.9974,Entire home/apt,250,3,1,17/12/18,0.03,1,0
1667,1693711,Cozy bushwick vibes,8946948,Shane,Brooklyn,Bushwick,40.69707,-73.92089,Private room,39,30,1,22/02/20,0.05,1,0
1678,1707850,Cozy and quiet room  in Brooklyn,9010960,Zulu & Andy,Brooklyn,Prospect-Lefferts Gardens,40.65897,-73.94957,Private room,65,30,1,31/05/14,0.01,1,365
1680,1709089,Williamsburg Loft = Sunshine City!,3093378,Sabrina,Brooklyn,Williamsburg,40.71427,-73.9597,Entire home/apt,120,30,32,22/01/20,0.56,1,34
1681,1712202,Spacious Private Room in Astoria,9030823,Camille,Queens,Astoria,40.76131,-73.92367,Private room,60,2,11,31/08/21,1.99,1,0
1688,1724731,Luxury apt share/meatpacking/chelse,9090698,G,Manhattan,Chelsea,40.74411,-74.00728,Entire home/apt,275,30,2,06/11/15,0.03,2,179
1708,1744709,Apartment with skylight in bedroom,2980990,Cherry-Ann,Brooklyn,Bedford-Stuyvesant,40.67915,-73.92254,Private room,200,30,3,15/01/16,0.04,1,365
1710,1746582,Cutest 1BR Apartment with Office in East Village,6608221,James,Manhattan,East Village,40.72749,-73.98873,Private room,175,30,3,06/09/21,0.05,1,79
1715,1756174,New York Manhattan-East Village,7214842,Alberta,Manhattan,East Village,40.72264,-73.98157,Private room,108,30,0,,,1,365
1720,1763008,Nice 3 bdr garden apt In Brownstone,78353,Guillaume,Brooklyn,Prospect Heights,40.6766,-73.97126,Entire home/apt,450,30,2,10/06/21,0.03,4,220
1726,1778810,"Sunny, Centrally Located Brooklyn Oasis",4591403,Nikki,Brooklyn,Fort Greene,40.68489,-73.97167,Private room,92,30,1,26/08/19,0.04,1,0
1737,1793104,Hamilton Heights Place,9070754,Michele,Manhattan,Harlem,40.82361,-73.94583,Private room,56,30,1,19/07/14,0.01,2,319
1742,1806440,Female only *  Cozy Room in Garden Level apt,3820014,Sandra,Brooklyn,Williamsburg,40.71912,-73.95743,Private room,91,4,16,04/08/21,0.17,3,63
1764,1851567,Comfy Harlem Bed for Nightly Rental,9669675,Carlos,Manhattan,Harlem,40.80633,-73.94987,Private room,60,4,14,16/10/21,14.0,2,335
1770,1861572,LUXURY 2 bedroom + office on 5th Ave,639526,Sinem,Manhattan,Midtown,40.743771,-73.987869,Entire home/apt,1000,30,0,,,2,358
1782,1879573,GREAT STUDIO APT NOLITA - x couple,9786229,Alberto,Manhattan,Chinatown,40.7174,-73.99738,Entire home/apt,130,30,0,,,1,365
1788,1887600,Tri level loft in the heart of NYC!,9819089,Greg,Manhattan,Midtown,40.7488,-73.98244,Entire home/apt,399,2,12,14/11/21,0.12,1,355
1795,1901154,Beautiful bedroom in new doorman bldg.  in Harlem,9871799,Sheldon,Manhattan,Harlem,40.82643,-73.94208,Private room,115,1,7,27/09/21,3.62,1,12
1804,1914185,Long-Term Guest in Spacious One Bedroom Near Beach,9928808,Erica And Abhik,Brooklyn,Brighton Beach,40.5791,-73.95726,Entire home/apt,60,14,22,30/12/19,0.41,1,0
1806,1917703,Nice Room Empire State Building,9943097,Maria,Manhattan,Midtown,40.74918,-73.98486,Private room,80,30,3,18/11/21,0.03,1,346
1809,1922967,Sunny 1BD near Prospect Park lake.,3169545,Anei,Brooklyn,Prospect-Lefferts Gardens,40.65782,-73.96139,Entire home/apt,120,30,5,03/01/16,0.06,1,157
1832,1939757,Charming Clinton Hill/Bedstuy APT,10033884,Marcus,Brooklyn,Bedford-Stuyvesant,40.68302,-73.94688,Entire home/apt,521,30,5,29/06/16,0.08,1,0
1849,1961760,"Sunny Duplex w/ Outdoor Space, Big Views and Quiet",10051267,David,Brooklyn,Carroll Gardens,40.68324,-73.99482,Entire home/apt,380,30,3,03/07/21,0.41,1,333
1856,1974685,Vibrant & lovely 1BR,428210,Oscar & Johanna,Brooklyn,Crown Heights,40.6692,-73.94392,Entire home/apt,135,4,109,15/11/21,1.23,4,248
1867,1984378,Oasis Loft in the Heart of Bushwick,3937646,Teddy,Brooklyn,Bushwick,40.70411,-73.9289,Entire home/apt,168,60,28,27/09/15,0.3,1,336
1876,1989795,Bushwick Artists Loft,9107244,Aaron,Brooklyn,Williamsburg,40.70412,-73.93647,Private room,50,1,47,15/06/18,0.93,2,0
1893,2025709,1 Bdr near Wall St & WorldTradeCtr,1555612,Tasha,Manhattan,Battery Park City,40.70959,-74.01505,Entire home/apt,142,90,1,15/02/14,0.01,1,204
1902,2033605,"Prvt, bath, kitchen, living, entrnc",428210,Oscar & Johanna,Brooklyn,Crown Heights,40.66951,-73.94379,Private room,100,3,5,12/10/14,0.06,4,187
1915,2051013,Cozy and Peaceful Studio Apt,10511044,Maristela,Queens,Astoria,40.76689,-73.91958,Entire home/apt,78,30,25,01/01/20,0.43,1,0
1917,2055559,twin bed in own space,10527201,Bryan,Brooklyn,Greenpoint,40.73673,-73.95655,Shared room,90,30,0,,,1,0
1918,2055671,Large Jackson Heights Apartment for Holidays,1403210,Cory,Queens,Jackson Heights,40.75221,-73.89236,Entire home/apt,214,2,7,02/01/20,0.25,1,355
1929,2070189,"Sunny,  happy apt. in landmarked historical area",10458021,Isabel,Brooklyn,Bedford-Stuyvesant,40.6824,-73.9505,Entire home/apt,120,30,2,13/08/21,1.71,1,169
1964,2096666,COZY 1 BEDROOM APARTMENT AMAZING  LOCATION.,10695029,Stephanie,Manhattan,Chelsea,40.74035,-74.00137,Entire home/apt,150,3,22,19/06/21,0.85,1,0
1987,2115809,Quiet Front Bedroom in 4BR Park Slope Home,514261,Vanessa,Brooklyn,South Slope,40.66625,-73.9884,Private room,60,30,1,03/07/21,0.19,8,114
1991,2119582,Big Room in a Downtown Loft Apartment,638721,Fred,Manhattan,Financial District,40.70844,-74.00109,Private room,62,30,8,10/06/21,0.24,1,49
2011,2139828,Sunny and Charming WV One Bedroom,10919752,Katie,Manhattan,West Village,40.72878,-74.00685,Entire home/apt,185,30,26,12/12/18,0.3,1,0
2024,2155610,A Room with sun light,9917136,Rani,Brooklyn,Crown Heights,40.67645,-73.9234,Private room,38,31,1,10/04/14,0.01,4,339
2035,2181132,Lovely furnished 1 BR in Chelsea!,11122611,Christina,Manhattan,Chelsea,40.74513,-73.99602,Entire home/apt,100,45,2,02/06/14,0.02,1,365
2036,2181577,Central and Spacious 2BR Apt in NYC,7893625,Michelle And Timon,Manhattan,East Harlem,40.78995,-73.95027,Entire home/apt,202,3,11,20/11/21,0.5,1,122
2039,2183430,Brooklyn Room on Prospect Park,9493977,Che,Brooklyn,Prospect-Lefferts Gardens,40.65682,-73.96127,Private room,57,30,0,,,1,0
2053,2204672,1 bdrm in fully furnished 2bdrm apt,11249304,Emily,Brooklyn,Crown Heights,40.67223,-73.95019,Private room,150,30,0,,,1,0
2054,2207684,"East Village Sunny, Park View, Private",11261555,Nikki,Manhattan,East Village,40.72712,-73.98277,Private room,98,30,11,29/10/14,0.12,1,307
2064,2215157,This is your Manhattan getaway HOME away from HOME,11298622,Mykle-Kane,Manhattan,Harlem,40.82621,-73.94424,Entire home/apt,250,30,0,,,1,0
2076,2232495,Charming Bushwick Apartment,11394622,Carlos,Brooklyn,Bushwick,40.70166,-73.92517,Private room,59,3,173,13/04/19,2.15,1,346
2079,2237708,Spacious 1bdrm furnished wifi tv,10778096,Ajay,Manhattan,Financial District,40.70528,-74.0072,Entire home/apt,300,30,0,,,1,0
2098,2253162,"Sunny, Spacious Brooklyn 1-bedroom",11507045,David,Brooklyn,Clinton Hill,40.68434,-73.96536,Entire home/apt,95,6,2,15/11/21,0.92,1,53
2138,2291893,Huge sunny apartment right by the subway!,11708293,Rogelio,Brooklyn,Crown Heights,40.66471,-73.95509,Entire home/apt,70,10,49,21/08/21,0.82,1,4
2161,2319863,"Charming, Sunny 2BR in Nolita!",4480488,Kate,Manhattan,Lower East Side,40.72319,-73.99266,Entire home/apt,279,30,29,07/08/21,0.32,2,348
2165,2338974,NYC private loft bedroom in Williamsburg apt,11945865,Jacob & Esmahan,Brooklyn,Williamsburg,40.70768,-73.94752,Private room,67,30,14,02/01/20,0.16,1,254
2167,2339446,Brooklyn private One Bedroom .,11948817,Leslie,Brooklyn,Canarsie,40.63079,-73.89077,Entire home/apt,100,30,12,05/07/20,0.14,1,364
2168,2344869,"Huge, Beautiful & Minutes From NYC",5868807,Sadie,Brooklyn,Carroll Gardens,40.67876,-74.00087,Entire home/apt,199,30,0,,,1,363
2178,2365792,"Lovely Luxe Bedroom, Easy Commute",3388950,Amaya,Brooklyn,Bedford-Stuyvesant,40.694,-73.93453,Private room,65,3,82,21/10/21,0.92,3,152
2202,2429485,Bright Room in Park Slope Apartment,12417401,Craig,Brooklyn,South Slope,40.66649,-73.98708,Private room,95,2,14,15/07/18,0.21,1,0
2211,2442276,30 & Park **All New **Bright & Airy,12485770,Raanan,Manhattan,Midtown,40.74615,-73.98295,Entire home/apt,148,30,3,14/03/14,0.04,11,0
2212,2446361,BIG room in Prospect Park South,12508991,Melinda,Brooklyn,Flatbush,40.64981,-73.96219,Private room,39,45,0,,,2,32
2214,2446994,Harlem Cool Kid Collective,6186040,Simone,Manhattan,Harlem,40.82839,-73.95317,Private room,60,30,14,19/01/20,0.54,1,63
2236,2478933,Ambient stylish bedroom with private bathroom,1761578,Grant,Queens,Rego Park,40.73392,-73.85875,Private room,160,2,1,25/07/21,0.22,3,164
2237,2482036,"Spacious, charming & quiet delight",12697791,Jay,Manhattan,Chelsea,40.74329,-74.00169,Entire home/apt,200,30,74,27/02/19,0.84,1,295
2238,2484057,Williamsburg Spacious 2 Bedroom Apt,1642096,Priscilla,Brooklyn,Williamsburg,40.70675,-73.95593,Entire home/apt,106,21,7,13/08/21,0.08,1,55
2239,2485774,PRIME 1br in Williamsburg,12146974,Israel,Brooklyn,Williamsburg,40.71298,-73.94356,Entire home/apt,168,3,210,15/11/21,2.28,1,340
2253,2515634,Private master bedroom in a duplex,12027050,Dan,Queens,Woodside,40.74578,-73.89827,Private room,79,30,3,01/01/20,0.07,1,362
2258,2520075,Spacious + Sunny in Carroll Gardens,238113,Gil,Brooklyn,Carroll Gardens,40.68256,-74.00035,Entire home/apt,185,2,10,27/10/19,0.13,1,0
2263,2529842,Hotel Living @ 'The Manhattan Club',11301701,Arielle,Manhattan,Midtown,40.76426,-73.98017,Private room,250,30,0,,,1,365
2272,2546363,Prime North Williamsburg Loft!,13037911,Erica,Brooklyn,Williamsburg,40.72004,-73.95762,Private room,250,1,3,25/07/16,0.11,2,365
2273,2551299,"Cobble Hill Gem | 1 BR w/office, DR & EIK 1000+SF!",3173210,Jan,Brooklyn,Cobble Hill,40.68514,-73.99464,Entire home/apt,165,30,4,04/01/20,0.04,1,0
2291,2584131,Large 900sf 1BR on UES,11273677,Michael,Manhattan,Upper East Side,40.77356,-73.9518,Entire home/apt,219,30,0,,,1,365
2293,2586556,An amazingly comfortable room!,13244076,Kenneth,Brooklyn,Bushwick,40.6851,-73.91076,Private room,30,30,0,,,2,67
2297,2592533,"Private room in the heart of Williamsburg- L, G",13270449,Idan,Brooklyn,Williamsburg,40.71001,-73.95032,Private room,50,30,2,18/05/19,0.06,1,167
2299,2593478,Heart of BK - 10 min to Manhattan,4314440,Isabelle,Brooklyn,Clinton Hill,40.68235,-73.96592,Private room,45,120,16,03/01/21,0.19,1,352
2301,2598728,LUXURIOUS QUEENSIZE BEDROOM AVAILABLE,13307369,Kemorine,Queens,Hollis,40.70932,-73.75997,Private room,64,7,0,,,1,349
